name,marke,kategorie,zutaten,energieKj,energieKcal,fett,gesaettigteFettsaueren,kohlenhydrate,zucker,eiweiss,salz,ean,preis,quelleUrl,bildUrl
EDEKA Herzstücke Pesto Calabrese pikant190G,"EDEKA ZENTRALE Stiftung & Co. KG, D-22291 Hamburg",Tomatensoße-Pesto,"Roter Paprika, gelber Paprika, Sonnenblumenöl, MOLKENEIWEIẞKÄSE 1 (SÜẞMOLKE, MILCH, Speisesalz, Säuerungsmittel: Milchsäure), CASHEWKERNE, GRANA PADANO G.U. (MILCH, Speisesalz, Lab, Koservierungsstoff: Lysozym [enthält EI]), Zucker, Stärke, Speisesalz, Tomatenmark doppelt konzentriert, Säureregulator: Milchsäure, Chili, Zwiebeln, Kräuter. Das Produkt kann Spuren von ERDNÜSSEN und anderen SCHALENFRÜCHTEN enthalten. 1 Ricotta",1085,262,23,"3,7",8,"4,7","4,7","1,7",0,2.19,https://www.edeka24.de/Lebensmittel/Sossen/Tomatensosse-Pesto/EDEKA-Herzstuecke-Pesto-Calabrese-pikant190G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/edeka_herzstcke_pesto_calabrese_190g.jpg
"Campo Viejo Tempranillo Rotwein 0,75L","Mack & Schühle AG, Neue Straße 45, 73277 Owen, www.mus.de",Rotwein,Enthält Sulfite.,,,,,,,,,0,7.49,https://www.edeka24.de/Campo-Viejo-Tempranillo-Rotwein-0-75L-oxid.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/campo-viejo-tempramillo.jpg
Hipp Bio Apfel ab dem 5.Monat 125G,"HiPP GmbH & Co. Vertrieb KG, Georg-Hipp-Str. 7, D-85276 Pfaffenhofen, www.hipp.de",Baby & Kleinkind,Äpfel* 100%. *Aus biologischer Erzeugung.,211,50,"0,1",0,"11,2","10,7","0,2","0,05",0,1.19,https://www.edeka24.de/Drogerie/Baby-Kleinkind/Hipp-Bio-Apfel-ab-dem-5-Monat-125G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/hippbioapfel.jpg
Knorr Fix Spaghetti Bolognese 28x40G,"Unilever Deutschland GmbH, Neue Burg 1, 20457 Hamburg, www.unilever.de",Vorteilspack,"44% Tomatenpulver¹², Stärke¹, jodiertes Speisesalz, WEIZENMEHL¹, Zwiebeln¹², Zucker¹, Hefeextrakt¹, 2,5% Karotten¹², Maiskeimöl¹, Paprika¹, Knoblauch¹², Kräuter¹ (Rosmarin², Majoran, Oregano², Thymian²), Speisesalz. Kann EI, MILCH, SELLERIE, SENF, SOJA, andere GLUTENHALTIGE GETREIDE enthalten. ¹ Natürliche Zutaten sind mit einem Sternchen gekennzeichnet. ²aus nachhaltigem Anbau.",588,140,"3,2","0,8",20,"1,2","7,6","0,48",0,31.66,https://www.edeka24.de/vorrat/Knorr-Fix-Spaghetti-Bolognese-28x40G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/knorr-spaghetti-bolognese.jpg
EDEKA Herzstücke Thunfischfilets in eigenem Saft und Aufguss 2x 80G,"EDEKA Zentrale Stiftung & Co. KG, New-York-Ring 6, 22291 Hamburg, www.edeka.de",Fischkonserven,"THUNFISCH, Wasser, Speisesalz.",461,109,"0,5",0,0,0,26,"0,6",0,3.19,https://www.edeka24.de/Lebensmittel/Konserven/Fischkonserven/EDEKA-Herzstuecke-Thunfischfilets-in-eigenem-Saft-und-Aufguss-2x-80G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/edeka_thunfischfilets_in_eigenem_saft_und_aufguss_2x_80g.jpg
Nissin Soba Yakitori Chicken 110G,"Nissin Foods GmbH, Berner Straße 119, 60437 Frankfurt am Main, www.nissin-foods.eu",Gerichte zum Anrühren,"Nudeln 82,0% [WEIZENMEHL, Palmöl, Kochsalz, Säureregulatoren (Natriumcarbonate, Kaliumcarbonate), Stabilisator (Triphosphate), Verdickungsmittel (Guarkernmehl), Antioxidationsmittel (stark tocopherolhaltige Extrakte)], Würzsauce 17,3% [Sojasauce (Wasser, SOJABOHNEN, Kochsalz, WEIZEN), Rapsöl, Zucker, Dextrose, Geschmacksverstärker (Mononatriumglutamat, Dinatrium-5'-ribonucleotid), Hühnerfett, Zwiebelpulver, hydrolysiertes Maisprotein, Farbstoffe (Zuckerkulör, Paprikaextrakt), Huhn-/Pouletaroma, Aromen, modifizierte Stärke], Lauch. Kann Spuren von SELLERIE, KREBSTIEREN, FISCH, MILCH, WEICHTIEREN, SENF und SESAM enthalten.",872,208,"9,4","4,1","25,4","2,9","4,2","1,3",0,1.05,https://www.edeka24.de/Lebensmittel/Fertiggerichte/Gerichte-zum-Anruehren/Nissin-Soba-Yakitori-Chicken-110G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/nissinsobyakchic.jpg
Pfälzer Spezialitäten Saumagen 200G,"Pfälzer Spezialitäten GmbH & Co. KG, In den Waldstücke 9, 76829 Landau, www.kissel-hausmetzgerei.de",Wurstkonserven,"50% Schweinefleisch, 32% Kartoffeln (Kartoffeln, Speisesalz), Schweinespeck, Trinkwasser, Nitritpökelsalz (Salz, Konservierungsstoff: E250), Kräuter, Gewürze, Dextrose, Gewürzextrakt, Stabilisatoren: E450, E452; Maltodextrin, gekörnte Brühe (Würze, Salz, Rapsöl), Zucker, Hefeextrakt, Antioxidationsmittel: E300, E301; färbendes Lebensmittel (Johannisbeere, Rote Bete), Aroma, Würze. Kann Spuren von SENF und SELLERIE enthalten.",641,154,"9,8","4,1",6,"0,4","10,4","1,9",0,4.29,https://www.edeka24.de/Lebensmittel/Konserven/Wurstkonserven/Pfaelzer-Spezialitaeten-Saumagen-200G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/pflzer_spezialitten_saumagen_200g.jpg
Alnatura Bio Kichererbsenwaffeln 12x100G,"Alnatura GmbH, Mahatma-Ghandi-Str. 7, 64295 Darmstadt",Vorteilspack,"Kichererbsenmehl* 69,7%, Reismehl* 29,9%, Meersalz. Kann Spuren von SOJA und SESAM enthalten. *aus biologischer Landwirtschaft.",1619,384,5,"0,7",61,"2,1",19,"0,42",0,20.41,https://www.edeka24.de/vorrat/Alnatura-Bio-Kichererbsenwaffeln-12x100G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/4104420237971_12er_web_1000x1000px-23512715.jpg
"Livio Klassik Pflanzenöl 0,75L","Peter Kölln GmbH & Co.KGaA, Westerstraße 22-24, 25336 Elmshorn, www.peterkoelln.de",Würzmittel & Brühen,"Rapsöl, Sonnenblumenöl, Vitamin E.",3404,828,92,"6,8",0,0,0,0,0,4.29,https://www.edeka24.de/Lebensmittel/Wuerzmittel-Bruehen/Livio-Klassik-Pflanzenoel-0-75L.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/livioklassik_pflanzenl_075l.jpg
Dr.Oetker Lebensmittelfarben 4ST 80G,"Dr. August Oetker Nahrungsmittel KG, Lutterstraße 14, 33617 Bielefeld, www.oetker.de",Backzutaten & Dekor,"Glukosesirup, Zucker, Wasser, Farbstoffe (Paprikaextrakt (E 160c), Echtes Karmin (E 120), Pflanzenkohle (E 153), Brillantblau FCF (E 133)), Geliermittel (Carrageen (E 407)), Säureregulatoren (Citronensäure (E 330), Milchsäure (E 270), Essigsäure (E 260), Natriumlactat (E 325)), Konservierungsstoff (Kaliumsorbat (E 202)).",,,,,,,,,0,4.49,https://www.edeka24.de/Lebensmittel/Backen-Desserts/Backzutaten-Dekor/Dr-Oetker-Lebensmittelfarben-4ST-80G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/droetker_lebensmittelfarben_schwarz_rosa_lila_orange_4st_80g.jpg
Delverde Classica Tagliatelle 500G,"Newlat GmbH Deutschland, Franzosenstraße 9, 68169 Mannheim, www.newlat.de",Nudeln,HARTWEIZENGRIESS,1514,357,"1,4","0,3",72,"3,1","12,5","0,02",0,1.99,https://www.edeka24.de/Lebensmittel/Beilagen/Nudeln/Delverde-Classica-Tagliatelle-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/delverde_classica_tagliatelle_500g.jpg
Maggi Food Travel Gyros 30G,"Maggi GmbH, Lyoner Str. 23, D-60528 Frankfurt",Fix-Produkte,"Zwiebeln*, Gewürze (Knoblauch*, Pfeffer*, Paprika*), Kartoffelstärke*, Jodsalz (Salz, Kaliumjodat), 6,6% Kräuter (Oregano*, Thymian*), natürliches Aroma*, Zucker*, Zitronensaft*, Sonnenblumenöl*, geräucherter Speck* (Speck, Salz, Rauch), Raucharoma, natürliches Zitronenaroma*. Kann SELLERIE, EIER, GLUTENHALTIGES GETREIDE, MILCH, SENF und SOJA enthalten. *natürliche Zutaten",710,170,"8,5","2,1","4,7","1,6","18,2","0,71",0,1.19,https://www.edeka24.de/Lebensmittel/Sossen/Fix-Produkte/Maggi-Food-Travel-Gyros-30G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/maggi_gyros_30_g.jpg
Barilla Al Bronzo Mezzi Rigatoni 500G,"BARILLA G. E R. FRATELLI - SOCIETÀ PER AZIONI, VIA MANTOVA 166, 43122 - PARMA - ITALY",Beilagen,HARTWEIZENGRIESS. Kann Spuren von SOJABOHNEN und SENF enthalten.,1521,359,2,"0,4",70,"3,5",14,"0,01",0,2.59,https://www.edeka24.de/Lebensmittel/Beilagen/Barilla-Al-Bronzo-Mezzi-Rigatoni-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/barilla_al_bronzo_mezzi_rigatoni_500g.jpg
Alnatura Bio Ahornsirup Grad A 250ML,"Alnatura Produktions- und Handels GmbH, Mahatma-Gandhi-Straße 7, 64295 Darmstadt, www.alnatura.de",Zucker & Zuckerersatz,Ahornsirup*. *aus biologischer Landwirtschaft.,1139,268,,0,67,58,"0,5","0,01",0,5.79,https://www.edeka24.de/Lebensmittel/Backen-Desserts/Zucker-Zuckerersatz/Alnatura-Bio-Ahornsirup-Grad-A-250ML.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/alnatura_bio_ahornsirup_grad_a_250ml.jpg
Kölln Müsli Nuss & Krokant 500G,"Peter Kölln GmbH & Co.KGaA, Westerstraße 22-24, 25336 Elmshorn, www.peterkoelln.de",Frühstück & Snacks,"Vollkorn-HAFERFLOCKEN (67 %), NUSSMISCHUNG (CASHEWNÜSSE, PEKANNUSSSTÜCKE (2 %), gehobelte MANDELN), HAFER-Vollkornmehl (6 %), Vollkorn-WEIZENFLAKES (5%), Sonnenblumenkerne, Zucker, Kürbiskerne (2 %), Karamellsirup, gestiftelte Mandeln, gehackte HASELNÜSSE, WEIZENMEHL, GERSTENMALZEXTRAKT, Maisstärke, Dextrose, Speisesalz. Kann wieter SCHALENFRÜCHTE, MILCH und ERDNUSS enthalten.",1704,406,13,"1,8",57,"7,7",12,"0,1",0,3.89,https://www.edeka24.de/Lebensmittel/Fruehstueck-Snacks/Koelln-Muesli-Nuss-Krokant-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/klln_msli_nuss_amp_krokant_500_g.jpg
Südzucker Puderzucker Mühle 250G,"Südzucker AG, Maximilianstraße 10, 68165 Mannheim, www.suedzuckergroup.com",Zucker & Zuckerersatz,100% Zucker,1700,400,0,0,100,100,0,0,0,2.19,https://www.edeka24.de/Lebensmittel/Backen-Desserts/Zucker-Zuckerersatz/Suedzucker-Puderzucker-Muehle-250G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/puderzuckermuehle_240_p1.jpg
Develey Our Original Mayonnaise 500ML,"Develey Senf  & Feinkost GmbH, Ottobrunner Str. 45, 82008 Unterhaching, www.develey.de",Ketchup-Mayonnaise,"79% pflanzliche Öle (Sojaöl, Rapsöl), Branntweinessig, EIGELB, Zucker, Salz, Gewürze (mit SENF), Zitronensaftkonzentrat.",2903,706,"76,5","8,7","2,1","2,1",1,"0,8",0,3.19,https://www.edeka24.de/Lebensmittel/Sossen/Ketchup-Mayonnaise/Develey-Our-Original-Mayonnaise-500ML.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/develey_our_original_mayonnaise_500ml.jpg
Knorr Fix Spaghetti Bolognese 40G,"Unilever Deutschland GmbH, Neue Burg 1, 20457 Hamburg, www.unilever.de",Fix-Produkte,"44% Tomatenpulver¹², Stärke¹, jodiertes Speisesalz, WEIZENMEHL¹, Zwiebeln¹², Zucker¹, Hefeextrakt¹, 2,5% Karotten¹², Maiskeimöl¹, Paprika¹, Knoblauch¹², Kräuter¹ (Rosmarin², Majoran, Oregano², Thymian²), Speisesalz. Kann EI, MILCH, SELLERIE, SENF, SOJA, andere GLUTENHALTIGE GETREIDE enthalten. ¹ Natürliche Zutaten sind mit einem Sternchen gekennzeichnet. ²aus nachhaltigem Anbau.",588,140,"3,2","0,8",20,"1,2","7,6","0,48",0,1.29,https://www.edeka24.de/Lebensmittel/Sossen/Fix-Produkte/Knorr-Fix-Spaghetti-Bolognese-40G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/knorr_fix_spaghetti_bolognese_40g.jpg
Alnatura Bio Hühner-Nudel-Suppe 38G,"Alnatura Produktions- und Handels GmbH, Mahatma-Gandhi-Straße 7, 64295 Darmstadt, www.alnatura.de",Suppen zum Anrühren,"Teigwaren* 68% (HARTWEIZENGRIEß*), Meersalz, Hühnerfleischpulver* 8,1%, Karotten* 3,3%, Glukosesirup*, Lauch* 2,2%, Rohrohrzucker*, Zwiebeln*, Geflügelfett* 0,4%, Hefeextrakt*, Geflügelbrühe* (Wasser, Truthahnkarkasse*, Huhnkarkasse*) 0,2%, SELLERIE*, Kurkuma*, Karamellzucker*, Liebstöckelblätter* *aus biologischer Landwirtschaft . Kann Spuren von MILCH, SOJA, EIERN und SENF enthalten.",90,21,"0,5","0,1","4,2","0,5","1,1","0,8",0,1.29,https://www.edeka24.de/Lebensmittel/Fertiggerichte/Suppen-zum-Anruehren/Alnatura-Bio-Huehner-Nudel-Suppe-38G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/alnatura_bio_hhnernudelsuppe_38g.jpg
Nescafé Gold Original 100G,"Nestlé Deutschland AG, Baseler Straße 46, 60329 Frankfurt am Main, www.nestle.de",Kaffee & Tee,"97% löslicher Bohnenkaffee, 3% gemahlener Röstkaffee",,,,,,,,,0,7.29,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Nescaf-Gold-Original-100G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/nescafegold100.jpg
"Doppio Passo Bio Primitivo IGT 0,75L","C.B.C.& C. S.P.A. Fossalta Di piave, Italien",Italien,Enthält Sulfite.,,,,,,,,,0,9.99,https://www.edeka24.de/Wein-Spirituosen/Rotwein/Italien/Doppio-Passo-Bio-Primitivo-IGT-0-75L.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/doppio-passo-bio-italien.jpg
Reis-Fit Express Mediterran-Reis 250G,"Euryza GmbH, Paul-Dessau-Straße 5, 22761 Hamburg, www.reiskontor.de",Reis,"Gedämpfter Langkorn-Reis (75 %) (Wasser, Langkorn-Parboiled-Reis), Tomaten (17 %), Sonnenblumenöl, Zucker, Kräuter (1,5 %), Meersalz, Zitronensaft, natürliche Aromen, Paprikakonzentrat, Emulgator: Sonnenblumenlecithine.",734,174,"3,7","0,6",31,2,"3,9","0,8",0,1.99,https://www.edeka24.de/Lebensmittel/Beilagen/Reis/Reis-Fit-Express-Mediterran-Reis-250G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/reisfit_expres_mediterranreis_250g.jpg
Ritter Sport Schokowürfel Lass Dich Feiern 22ST 176G,"Alfred Ritter GmbH & Co. KG, Alfred-Ritter-Str. 25, 71111 Waldenbuch, www.ritter-sport.com",Süß & Salzig,"Zucker, Palmfett*, Kakaobutter¹, VOLLMILCHPULVER, Kakaomasse¹, MAGERMILCHPULVER, LAKTOSE, HASELNÜSSE, MAGERMILCHJOGHURTPULVER, BUTTERREINFETT, Glukose-Fruktose-Sirup, HASELNUSSMASSE, BUTTER, SÜSSMOLKE, magerer Kakao¹, Maltodextrin, gezuckerte KONDENSMILCH, Emulgator: Lecithine (SOJA), WEIZENMEHL, MAGERMILCH, SAHNE, SAHNEPULVER, Kokosöl, Reis, Salz, WEIZENMALZ, WEIZENSTÄRKE, GERSTENMALZEXTRAKT. *zertifiziert nachhaltig. Kann Spuren von ERDNÜSSEN, anderen SCHALENFRÜCHTEN und EI enthalten. ¹Rainforest Alliance Certified",2377,571,38,21,50,47,"6,5","0,33",0,4.49,https://www.edeka24.de/Lebensmittel/Suess-Salzig/Ritter-Sport-Schokowuerfel-Lass-Dich-Feiern-22ST-176G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/rsswlassdichfeiern.jpg
Heinz Bulls-Eye Spicy Garlic BBQ Sauce 300ML,"H. J. Heinz GmbH, Erkrather Str. 228b 40233 Düsseldorf, www.heinz.com",Grillsaucen,"Wasser, Rapsöl, Branntweinessig*, Zucker, Knoblauch 3,5%, EIGELB, Chili 2,5%, modifizierte Stärke, Salz, Apfelessig, SENFMEHL, Verdickungsmittel (Xanthan), Aroma, Antioxidationsmittel (Calcium-Dinatrium-EDTA). *Österreich: Weingeistessig.",1078,260,22,"1,8",13,10,"0,9","1,9",0,4.29,https://www.edeka24.de/Lebensmittel/Sossen/Grillsaucen/Heinz-Bulls-Eye-Spicy-Garlic-BBQ-Sauce-300ML.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/bullseye_spicy_garlic_300ml.jpg
"Siegbert Bimmerle Rivaner trocken 0,75L - Etikett verschmutzt/beschädigt","Weingut-Weinhaus Bimmerle KG, Kirchstraße 4, 77871 Renchen-Erlach",Abverkauf,Enthält Sulfite.,,,,,,,,,0,4.79,https://www.edeka24.de/Siegbert-Bimmerle-Rivaner-trocken-0-75L-Etikett-verschmutzt-beschaedigt.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/siegbert_bimmerle_rivaner_weiwein_trocken_2019_1200.jpg
Corny Your Protein Bar Vanilla White Crunch 45G,"Schwartauer Werke GmbH & Co. KG, D-23608 Bad Schwartau, Germany",Fitness-Nahrung,"Weiße Schokolade mit Süßungsmittel 28% (Süßungsmittel Maltit, Kakaobutter, VOLLMILCHPULVER, Emulgator Lecithine, Vanilleextrakt), MILCHEIWEIß, Süßungsmittel (Maltit, Sucralose), Feuchthaltemittel Glycerin, SOJA-Crispies 5% (SOJAEIWEIß, Reismehl, GERSTENMALZEXTRAKT, Salz), Kakaobutter, Rapsöl, Kollagenhydrolysat, geröstete, gehackte HASELNÜSSE, gepuffter HAFER, Füllstoff Polydextrose, natürliche Aromen, VOLLMILCHPULVER, Farbstoff Zuckerkulör, Emulgator Lecithine, Vanilleextrakt. Kann andere SCHALENFRÜCHTE, ERDNÜSSE und EI enthalten.",1645,394,18,"8,9",41,"3,2",30,"0,3",0,2.49,https://www.edeka24.de/Lebensmittel/Fitness-Nahrung/Corny-Your-Protein-Bar-Vanilla-White-Crunch-45G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/corny_your_protein_bar_vanilla_white_crunch_45g.jpg
De Beukelaer Prinzen Rolle Cremys 172G,"Griesson - de Beukelaer GmbH & Co. KG, August-Horch-Str. 23, 56751 Polch, www.griesson-debeukelaer.de",Süß & Salzig,"WEIZENMEHL, Zucker, pflanzliche Fette (Sonnenblume, Palm, Palmkern, Kokos  in veränderlichen Gewichtsanteilen), HASELNUSSMARK (6%), MAGERMILCHPULVER, SÜßMOLKENPULVER, fettarmes Kakaopulver, VOLLMILCHPULVER,  Glukosesirup, Emulgator (Lecithine), Salz, GERSTENMALZEXTRAKT, Aroma, Backtriebmittel (Natriumhydrogencarbonat, Ammoniumhydrogencarbonat). Kann Spuren enthalten von: SCHALENFRÜCHTEN, EI, SOJA.",2086,498,23,"7,6",63,31,"8,4","0,53",0,2.19,https://www.edeka24.de/Lebensmittel/Suess-Salzig/De-Beukelaer-Prinzen-Rolle-Cremys-172G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/de_beukelaer_prinzen_rolle_cremys_172_g.jpg
Ültje Erdnüsse Ofengeröstet gesalzen 180G,"Intersnack Deutschland SE, Erna-Scheffler-Str. 3, 51103 Köln, www.intersnack.de",Nüsse & getrocknete Früchte,"ERDNUSSKERNE, Salz, Geliermittel (Gummi arabicum), Maltodextrin, Karamellzucker.Kann Spuren von SCHALENFRÜCHTEN (MANDELN, HASELNÜSSE, WALNÜSSE, CASHEWNÜSSE, PECANNÜSSE, PARANÜSSE, PISTAZIEN, MACADAMIANÜSSE) enthalten.",2477,598,48,"7,6",12,"5,5",25,"1,3",0,2.59,https://www.edeka24.de/Lebensmittel/Suess-Salzig/Nuesse-getrocknete-Fruechte/Ueltje-Erdnuesse-Ofengeroestet-gesalzen-180G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/amp220ltje_ofenerdnamp252sse_180g.jpg
Meßmer Tee Brennessel-Mango 20ST 35G,"Ostfriesische Tee Gesellschaft GmbH & Co. KG, Bosteler Feld 6, 21218 Seevetal, www.otg.de",Tee,"Zitronengras, Brombeerblätter, Brennnesseln (20%), Orangenblätter, Pfefferminze, süße Brombeerblätter, Aroma (Mango), Mangosaftgranulat (Maltodextrin, Mangosaftkonzentrat).",3,1,0,0,"0,2","0,1",0,0,0,2.49,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Tee/Messmer-Tee-Brennessel-Mango-20ST-35G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/memer_tee_brennesselmango_20x_175_g.jpg
EDEKA Herzstücke Mezzi Rigatoni 500G,"EDEKA Zentrale Stiftung & Co. KG, New-York-Ring 6, 22291 Hamburg, www.edeka.de",Beilagen,HARTWEIZENGRIEß.,1584,374,"1,5","0,3",75,3,"13,5","0,01",0,1.59,https://www.edeka24.de/Lebensmittel/Beilagen/EDEKA-Herzstuecke-Mezzi-Rigatoni-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/edeka_italia_mezzi_rigatoni_500g.jpg
"Ortenauer Weinkeller Sommertraum Grauburgunder trocken 0,75L","Ortenauer Weinkeller GmbH, Edekastraße 2, 77656 Offenburg, www.ortenauerweinkeller.de",Weißwein,Enthält Sulfite.,,,,,,,,,0,3.99,https://www.edeka24.de/Wein-Spirituosen/Weisswein/Ortenauer-Weinkeller-Sommertraum-Grauburgunder-trocken-0-75L.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/owksommertraumgrauerbugunder.jpg
Ritter Sport Knusper Nuss 250G,"Alfred Ritter GmbH & Co. KG, Alfred-Ritter-Str. 25, 71111 Waldenbuch, www.ritter-sport.com",Süß & Salzig,"Zucker, HASELNÜSSE, Kakaobutter¹, Kakaomasse¹, VOLLMILCHPULVER, LAKTOSE, Mais, MAGERMILCHPULVER, BUTTERREINFETT, Emulgator: Lecithine (SOJA), Salz, GERSTENMALZEXTRAKT. Kann Spuren von ERDNÜSSEN, anderen SCHALENFRÜCHTEN und EI enthalten. ¹Rainforest Alliance Certified.",2299,551,34,16,51,46,"7,9","0,26",0,4.59,https://www.edeka24.de/Lebensmittel/Suess-Salzig/Ritter-Sport-Knusper-Nuss-250G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/rsknusper-nuss250.jpg
Maggi Sauce zu Sauerbraten ergibt 2x 250ML,"Nestlé Deutschland AG, Baseler Straße 46, 60329 Frankfurt am Main, www.nestle.de",Zu den Favoriten hinzufügen,"Kartoffelstärke*, WEIZENMEHL*, Zucker*, Jodsalz (Salz, Kaliumjodat), Hefeextrakt, Zwiebeln*, Karamellzucker*, natürliche Aromen* (mit WEIZEN), 1,8% Tomaten*, Gewürze*, SELLERIE*, Kräuter*, Sonnenblumenöl*, Würze* (aus WEIZEN), Salz*, Säuerungsmittel Citronensäure*. Kann EIER, MILCH, SENF und SOJA enthalten. *Natürliche Zutaten.",125,29,"0,2","0,1",6,2,"0,8","1,1",0,1.59,https://www.edeka24.de/Lebensmittel/Sossen/Sossen-zum-Anruehren/Maggi-Sauce-zu-Sauerbraten-ergibt-2x-250ML.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/maggi_sauce_zu_sauerbraten_ergibt_2x_250ml.jpg
Barilla Penne Rigate Protein+ 400G,"Barilla G. e R. Fratelli S.p.A., Via Mantova 166, Parma - Italy",Beilagen,"HARTWEIZENGRIESS, Erbsenprotein (10,8%). Kann Spuren von SOJABOHNEN und SENF enthalten.",1502,354,"1,7","0,4",63,"1,7",20,0,0,3.29,https://www.edeka24.de/Lebensmittel/Beilagen/Barilla-Penne-Rigate-Protein-400G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/barilla_penne_rigate_protein_plus_400g.jpg
"Fuze Tea Green Tea-Mango 0,4L","Coca-Cola European Partners DE, D-10207 Berlin",Eistee,"Wasser, Zucker, Mangosaft aus Mangosaftkonzentrat (1%), löslicher Grüntee-Extrakt (0,14%), Säuerungsmittel Citronensäure, Säureregulator Natriumcitrate, Antioxidationsmittel Ascorbinsäure, natürliches Aroma, Süßungsmittel Steviolglykoside, Kamillenextrakt.",78,19,0,0,"4,3","4,3",0,"0,03",0,1.29,https://www.edeka24.de/Lebensmittel/Getraenke/Eistee/Fuze-Tea-Green-Tea-Mango-0-4L.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/fuze_tea_green_teamango_04l_dpg.jpg
Simon Sauerbraten 400G,"Werner Simon GmbH & Co. KG, Philipp-Oehmigke-Straße 4, 16816 Neuruppin am See, www.werner-simon.de",Gerichte zum Erhitzen,"50% Rindfleisch, Trinkwasser, WEIZENMEHL, Branntweinessig, Zucker, Tomatenmark, Speisesalz, Rapsöl, MILCHPULVER, Senf (Trinkwasser, SENFKÖRNER, Zucker, Branntweinessig, Säureregulator: Citronensäure, Gewürzextrakt), Trockengemüse (Zwiebeln, Porree, SELLERIE, Karotten), Gewürze, Maisstärke, Farbstoff: Karamell, Paprikaextrakt.",304,72,"1,5","0,6","5,5","2,4",9,"1,2",0,5.99,https://www.edeka24.de/Lebensmittel/Fertiggerichte/Gerichte-zum-Erhitzen/Simon-Sauerbraten-400G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/simon_sauerbraten_400g.jpg
Dr.Oetker Vitalis Schoko Duo Müsli 390G,"DR. AUGUST OETKER NAHRUNGSMITTEL KG, 33547 Bielefeld",Müsli-Cerealien,"50% Vollkorn-HAFERFLOCKEN, 13% Vollkorn-GERSTENFLOCKEN, 11% weiße Schokolade (Zucker, Kakaobutter, VOLLMILCHPULVER, Emulgator (Lecithine)), 10% VOLLMILCHSCHOKOLADE (Zucker, VOLLMILCHPULVER, Kakaomasse, Kakaobutter, SÜSSMOLKENPULVER, Emulgator (Lecithine)), Zucker, Sonnenblumenöl, 2,0% karamellisierte und aromatisierte MANDELSTÜCKCHEN (MANDELSTÜCKE, Zucker, Kokosfett, Karamellzucker, Aroma), WEIZENVOLLKORNMEHL, Reismehl, Glukosesirup, fettarmes Kakaopulver, WEIZENMEHL, Oligofruktose, Salz. Kann enthalten: SOJA, weitere SCHALENFRÜCHTE (NÜSSE).",1812,432,15,5,60,19,10,"0,08",0,4.29,https://www.edeka24.de/Lebensmittel/Fruehstueck-Snacks/Muesli-Cerealien/Dr-Oetker-Vitalis-Schoko-Duo-Muesli-390G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/droetker_vitalis_schoko_duo_msli_390g.jpg
